Id,SalePrice
1461,120022.61605309251
1462,172307.30545219613
1463,183061.57442546845
1464,201930.3092764739
1465,196502.61339293895
1466,171898.91533268965
1467,183405.9144474097
1468,162911.74092468197
1469,193421.92559570316
1470,123088.62122005764
1471,170715.83189903785
1472,100917.91018197344
1473,98407.78191304834
1474,148904.05388585172
1475,122437.6655146745
1476,363250.37749899324
1477,250230.11322287764
1478,301617.98908158747
1479,292884.5780451706
1480,551604.0033165774
1481,329430.5578192869
1482,210856.2577912833
1483,173571.04177804865
1484,164729.2342735556
1485,183648.87303504042
1486,188802.41478132436
1487,341226.6923972725
1488,227809.98035993928
1489,193999.63609905398
1490,243630.69702109523
1491,190369.96003219803
1492,89976.5081876127
1493,177186.40265588718
1494,281492.3603890114
1495,287098.3354681834
1496,234399.50035184782
1497,178974.14497637536
1498,180944.55311425627
1499,167514.95915979767
1500,160152.04177458133
1501,174483.29135616202
1502,150533.01789717027
1503,92020.75079040111
1504,247154.21299724374
1505,232331.43770675696
1506,188263.37749598906
1507,256531.00600868053
1508,198642.15977147632
1509,153522.1746427314
1510,146925.22189152567
1511,162557.9882630997
1512,177151.84177240636
1513,143594.4873490009
1514,155634.34282219844
1515,187537.94280072488
1516,149052.36517389075
1517,161795.47956484262
1518,129827.82559711719
1519,213594.85955775238
1520,129111.97743917925
1521,131725.6374147311
1522,169302.91997228036
1523,117794.69620765459
1524,123491.19657586311
1525,119525.75009517063
1526,109871.54529087381
1527,109018.32069433558
1528,129362.01577122137
1529,158166.3001820017
1530,206368.6118693266
1531,114110.40438579308
1532,91330.94408404293
1533,151541.40328858737
1534,108069.35339369722
1535,144767.21575306184
1536,109040.42352825147
1537,71471.74926133495
1538,146252.4807399516
1539,188719.94044341578
1540,78300.30532562146
1541,140867.24945884832
1542,146629.57373449774
1543,184491.64382078522
1544,84296.34374169189
1545,116172.02587819513
1546,138306.42115963585
1547,131789.40862050504
1548,135212.05186175482
1549,121962.99757162435
1550,137776.686761416
1551,100109.5677325653
1552,142837.3093426672
1553,138678.14291493903
1554,123030.41475481317
1555,159829.24323344367
1556,27339.655695586367
1557,113814.85950627393
1558,106668.14081564367
1559,879189.6421212611
1560,127698.27111681498
1561,120707.83270874778
1562,137533.0937314019
1563,123732.34625505056
1564,162652.73405369514
1565,151405.80300290868
1566,236711.0768860036
1567,80867.10664385097
1568,243804.82099651793
1569,142721.5060189664
1570,132642.9515426482
1571,109863.52952174167
1572,142741.60628965846
1573,233777.95983942936
1574,114268.05610446107
1575,232960.2138663982
1576,236550.2645986137
1577,179149.0098215181
1578,140490.86051068016
1579,144409.61454203314
1580,191673.52065473644
1581,155446.0109170392
1582,128957.67939614279
1583,303670.6763597177
1584,219592.1387391762
1585,139220.291752213
1586,80250.58033831484
1587,109090.19196428929
1588,151322.66387399426
1589,99797.2461231551
1590,129740.39467733276
1591,94539.90838329696
1592,116117.27956416346
1593,123374.61070550104
1594,44624.57905785039
1595,126862.20323151363
1596,221978.28116214531
1597,204599.0820778034
1598,218789.13587079648
1599,170807.31516961637
1600,159695.63832733815
1601,72182.10235846652
1602,121440.99413647973
1603,60140.03512716722
1604,265777.1616083722
1605,233124.84090903934
1606,165842.36884098928
1607,169344.3386133672
1608,211940.01796034534
1609,179256.45079850056
1610,152383.39900046456
1611,136075.10527469075
1612,171888.51737541636
1613,168996.32826387708
1614,125645.03057558567
1615,89287.95403314312
1616,76700.79199651763
1617,90448.00347279482
1618,138867.70834185588
1619,141806.7900094993
1620,183946.3113863297
1621,130963.9385009434
1622,148404.3303752126
1623,255880.23475336106
1624,203752.85412344174
1625,115339.17512283503
1626,168611.38621645208
1627,194284.15853694428
1628,276391.73795235506
1629,178457.29950169148
1630,370379.0992486729
1631,225195.20187854767
1632,243757.60727344314
1633,172411.40328960275
1634,187739.36752406668
1635,173515.05883321536
1636,155644.23127290435
1637,207553.78967247074
1638,173590.61684751994
1639,186116.59702455802
1640,241750.7794495245
1641,180986.7127733107
1642,244898.9293505098
1643,219226.36986245427
1644,246865.0319601002
1645,222976.5720428784
1646,158254.50918712988
1647,157446.98642975345
1648,131237.37043437443
1649,140997.30470819617
1650,118080.25179959442
1651,123824.54738903827
1652,100583.38368472044
1653,102900.27314563807
1654,148678.14185189237
1655,143679.10780138537
1656,142068.167890514
1657,150234.24189408091
1658,147886.33465213742
1659,132100.96134420382
1660,158814.2444373688
1661,466082.3945939702
1662,421296.6938416083
1663,386153.0251880181
1664,584090.9423060098
1665,312135.6495489999
1666,323637.79721110425
1667,390407.11623132793
1668,344030.18254438444
1669,308871.6850194749
1670,352722.1404238362
1671,267297.47575692716
1672,456282.80295128067
1673,292081.18676320475
1674,244336.2396429492
1675,198302.87328186832
1676,200082.41440143957
1677,217112.9487831588
1678,468656.7797606694
1679,406145.7551763573
1680,327377.08629128506
1681,247381.20090231075
1682,320653.6349620722
1683,193323.0146495139
1684,172623.6470642458
1685,171938.45465931736
1686,172427.1530187073
1687,168844.76486709973
1688,185415.99491609164
1689,189845.53778646412
1690,193826.53088069797
1691,184995.2136380384
1692,245415.280322631
1693,163330.1010136935
1694,183780.3482408747
1695,168235.47004142546
1696,271292.3165776323
1697,172935.2028209271
1698,351296.944155884
1699,319899.8253144754
1700,256772.83522455278
1701,266748.29357659916
1702,239062.1988857689
1703,241394.00922057012
1704,279027.1155532195
1705,229775.03317681327
1706,231057.97579136153
1707,202545.4989007872
1708,200433.70048276233
1709,269723.4596984123
1710,225508.15584132637
1711,271119.29841741157
1712,259036.88790354817
1713,283036.0950001944
1714,226650.15861094507
1715,208533.6439674349
1716,182010.32778997664
1717,177644.42858613958
1718,137645.4800969041
1719,204682.07794544203
1720,246128.2142428596
1721,153804.33787070902
1722,122447.6634229771
1723,153679.56011464962
1724,203929.87787623436
1725,241491.36651206773
1726,188244.57146396054
1727,151771.4491640991
1728,165826.11321044437
1729,168743.80208559526
1730,156641.49122288823
1731,116072.8433291585
1732,132570.12642475625
1733,113277.92114152753
1734,125162.12940539281
1735,118180.80022289953
1736,110131.6209520545
1737,314753.085481727
1738,246295.41639471115
1739,245370.07479324072
1740,227767.94594343714
1741,199770.42570949486
1742,168477.99657695825
1743,172589.56853911537
1744,352029.27136463067
1745,207364.70613255305
1746,194159.47365815402
1747,216926.61702437358
1748,233503.8025720849
1749,145548.98669993997
1750,123333.15250479597
1751,247895.63047368833
1752,120040.25852799336
1753,150012.42555036987
1754,199897.8952215746
1755,162140.05981194632
1756,132000.8627277523
1757,123125.53262333827
1758,148108.71778600468
1759,162282.32243621405
1760,166387.51136159283
1761,147022.30966541063
1762,182360.53242771814
1763,176795.92982847532
1764,118766.33338307306
1765,148824.88586679476
1766,198351.8566301225
1767,217085.33975696843
1768,142024.04413233127
1769,166349.0405129372
1770,146133.96961891526
1771,115884.1115923578
1772,130727.23604734572
1773,129085.4875301937
1774,144298.20303273117
1775,141966.80851855304
1776,129948.28853147064
1777,106820.22143849103
1778,137520.95318078014
1779,130172.92444159802
1780,165047.30113244415
1781,121249.86090113809
1782,98101.90750589727
1783,149538.7410099945
1784,116545.39030962398
1785,116648.87942480597
1786,147938.59530815136
1787,159660.05516786585
1788,72597.24037027809
1789,97618.07226007273
1790,88475.35445131267
1791,197957.57593282682
1792,154228.24838566818
1793,133095.0281354605
1794,152521.96746849085
1795,133190.80782112756
1796,126271.6799965028
1797,114949.26742933485
1798,118885.9564558713
1799,111191.62781884284
1800,124211.7094871595
1801,131531.19815523355
1802,129553.65107400918
1803,147436.0283719797
1804,140648.64144292218
1805,133922.67887207255
1806,120291.88699569901
1807,128356.69611156081
1808,116437.36556320667
1809,122475.25747475329
1810,143193.40998651925
1811,29667.615462105678
1812,99752.52049003127
1813,131783.24090453205
1814,100230.37375234102
1815,64709.61894396609
1816,94044.64917841612
1817,113008.84137785462
1818,147333.3576554994
1819,142037.5552866481
1820,47271.79095681488
1821,115052.13941421389
1822,152713.9117714895
1823,37283.99199388852
1824,113241.84414774762
1825,144031.19783100754
1826,113969.62511296144
1827,98515.48593108544
1828,132075.66262284995
1829,111503.69070629567
1830,142214.6435865532
1831,140503.33926221964
1832,879189.6421212611
1833,140240.73839245964
1834,124920.2081253183
1835,120912.33757900451
1836,126590.85536579299
1837,88551.90576131968
1838,130774.52686072253
1839,120210.60553463524
1840,139491.23391724852
1841,130023.12187147945
1842,98634.17115710115
1843,133965.143334662
1844,140112.68111609007
1845,143786.44807986377
1846,155485.57019444628
1847,170997.6529432784
1848,74372.5736191491
1849,103160.22982294027
1850,118362.09314068644
1851,140426.60360665634
1852,125886.79376061786
1853,127501.08274991812
1854,159091.26220136098
1855,144761.1348421045
1856,227336.28896351325
1857,133258.32528233758
1858,141227.2986023878
1859,114369.2289339304
1860,146243.73306392838
1861,114634.87009403446
1862,341997.4165360877
1863,322587.34318215173
1864,322619.0964820227
1865,341573.06669750443
1866,324889.2431230929
1867,221652.98682354498
1868,280007.3626833264
1869,204038.20200827913
1870,222180.97265212584
1871,246116.70444269452
1872,170370.1826641263
1873,244320.21536680392
1874,160496.50164977484
1875,195161.6813535659
1876,204100.50467231227
1877,205933.76693482263
1878,203174.18030761633
1879,133795.36916397052
1880,132472.18555957617
1881,250406.65041471386
1882,237700.6828329901
1883,178726.74390374907
1884,199963.63041843672
1885,223377.6752713291
1886,274630.0443945039
1887,212851.47288318118
1888,272134.73635926325
1889,170156.64241987394
1890,110601.75878741355
1891,118450.02078003298
1892,101805.25688413453
1893,133543.2932313306
1894,119862.04602207354
1895,132430.5467720408
1896,126091.86178023352
1897,120783.92263750175
1898,119187.65338084775
1899,154197.86727947343
1900,151498.41836317556
1901,177870.3824234264
1902,161193.96449877022
1903,231943.4643302854
1904,149729.83490724766
1905,194828.40988604238
1906,129898.81103278084
1907,207460.0528651092
1908,112941.27387051862
1909,133097.32848997685
1910,121583.45410752845
1911,221900.6991056133
1912,338668.2796835822
1913,142159.48620546097
1914,51706.608144481455
1915,311621.02431550913
1916,879189.6421212611
1917,227447.80981750935
1918,140040.6118966023
1919,162417.2484798289
1920,157381.3280402627
1921,372604.5569134482
1922,315999.2530402672
1923,222882.40630577484
1924,241989.68023530763
1925,192332.07600818595
1926,375270.17473590915
1927,131133.4263254032
1928,161762.6596833178
1929,117659.95086735777
1930,128910.98334626867
1931,137140.30127062314
1932,134639.9670541257
1933,200868.82540981055
1934,184874.54009710115
1935,171084.7991377881
1936,193135.07922749082
1937,181268.81718927447
1938,166285.60319523796
1939,246677.00688772803
1940,192474.9178377852
1941,170597.45940786265
1942,171705.70490867118
1943,222694.5602010679
1944,377290.1899848478
1945,399072.6771264348
1946,50302.657974204776
1947,164464.5841403171
1948,169630.48157322578
1949,237438.67630771236
1950,181432.73343548205
1951,235506.2233490653
1952,202550.87635385318
1953,167354.85503760504
1954,180711.58697162048
1955,133856.21057147658
1956,319243.61865045136
1957,147045.63919288738
1958,283147.58881713985
1959,147487.19157687525
1960,115553.13241165224
1961,127055.03469099516
1962,98317.31546890871
1963,106401.7502263937
1964,106809.26047459616
1965,146998.8660917566
1966,144810.2848467275
1967,294692.72874702356
1968,431559.8473963123
1969,383079.6878002969
1970,436473.26372570515
1971,477095.0922255142
1972,390669.41904569935
1973,270721.4690747636
1974,338207.72062551643
1975,317217.6615862059
1976,279485.3469150024
1977,368130.7825897262
1978,357086.8059887655
1979,323958.3579341763
1980,208975.1463503881
1981,349442.34781723557
1982,221223.05208888763
1983,207975.1922084596
1984,166202.40830032332
1985,229897.40370407896
1986,207094.95745481784
1987,189907.48942952312
1988,173839.52890242139
1989,186687.3455904318
1990,204982.32380126172
1991,230901.67588680438
1992,215811.14217131794
1993,164623.03633841904
1994,224820.02518010596
1995,181275.2672001201
1996,256672.37398108118
1997,304552.50234709604
1998,311978.3659938767
1999,277892.0151033146
2000,318636.7948700077
2001,268586.63884393155
2002,229216.85493838423
