Id,SalePrice
1461,129065.4453125
1462,160470.296875
1463,195848.625
1464,201584.953125
1465,175465.078125
1466,180167.765625
1467,175962.4375
1468,163063.890625
1469,194176.6875
1470,127581.6015625
1471,203061.984375
1472,94033.140625
1473,93895.4921875
1474,159098.859375
1475,119645.2890625
1476,383526.75
1477,247001.171875
1478,288295.8125
1479,288647.125
1480,491176.03125
1481,327556.53125
1482,199856.796875
1483,184357.6875
1484,166703.046875
1485,171910.03125
1486,186859.703125
1487,335914.25
1488,238347.859375
1489,204526.828125
1490,233932.234375
1491,186050.984375
1492,89371.390625
1493,188735.390625
1494,264993.15625
1495,286093.75
1496,255061.65625
1497,190056.828125
1498,154901.328125
1499,154058.203125
1500,155784.140625
1501,174608.234375
1502,143017.9375
1503,295041.6875
1504,229021.515625
1505,233199.84375
1506,179920.515625
1507,269124.09375
1508,194130.390625
1509,162971.546875
1510,150449.234375
1511,148735.015625
1512,183344.953125
1513,139724.21875
1514,140688.15625
1515,211497.34375
1516,153997.09375
1517,157804.28125
1518,144007.1875
1519,219700.484375
1520,139574.53125
1521,141385.828125
1522,183103.125
1523,117467.4921875
1524,117111.4453125
1525,126469.7734375
1526,122979.0078125
1527,108113.921875
1528,127395.21875
1529,144731.53125
1530,169148.296875
1531,123681.3046875
1532,94777.4375
1533,139531.140625
1534,117181.609375
1535,151903.65625
1536,109429.2421875
1537,74001.765625
1538,134278.296875
1539,181485.96875
1540,91751.09375
1541,135081.0625
1542,138872.8125
1543,205720.515625
1544,85984.8046875
1545,108442.0859375
1546,130052.7890625
1547,126816.0390625
1548,133823.578125
1549,112700.3671875
1550,148896.953125
1551,115782.484375
1552,149742.828125
1553,145048.9375
1554,118609.1796875
1555,172944.84375
1556,78426.5703125
1557,130676.1640625
1558,94347.625
1559,96186.7421875
1560,127945.6796875
1561,153660.546875
1562,124098.2578125
1563,120178.421875
1564,165128.984375
1565,153386.765625
1566,241904.90625
1567,83570.671875
1568,220818.609375
1569,157657.625
1570,135069.71875
1571,130780.890625
1572,148353.796875
1573,259748.265625
1574,104555.484375
1575,228761.75
1576,254308.46875
1577,198761.765625
1578,136119.625
1579,154272.109375
1580,188646.671875
1581,152998.0
1582,123741.59375
1583,329879.8125
1584,232163.125
1585,141845.953125
1586,75556.90625
1587,100142.21875
1588,157318.328125
1589,99439.3984375
1590,127956.78125
1591,97394.6640625
1592,100755.0234375
1593,128925.8125
1594,131048.6953125
1595,111500.546875
1596,249020.109375
1597,172630.265625
1598,205385.109375
1599,159375.546875
1600,175740.234375
1601,77264.0703125
1602,118804.3515625
1603,77229.2265625
1604,262112.015625
1605,244280.25
1606,174383.75
1607,177717.046875
1608,229803.671875
1609,187732.265625
1610,145786.3125
1611,140697.8125
1612,186282.859375
1613,169892.625
1614,119248.1875
1615,79602.6953125
1616,74871.5234375
1617,88549.4609375
1618,111738.9921875
1619,145627.34375
1620,191807.40625
1621,135611.1875
1622,141664.9375
1623,267733.78125
1624,230906.5
1625,114596.5078125
1626,165392.8125
1627,190047.40625
1628,265564.40625
1629,181371.78125
1630,366198.34375
1631,194093.1875
1632,232566.21875
1633,168201.78125
1634,198736.546875
1635,181321.625
1636,166752.5
1637,205679.515625
1638,191792.046875
1639,182748.46875
1640,243219.765625
1641,181322.3125
1642,239090.953125
1643,222783.6875
1644,227637.921875
