Id,SalePrice
1461,124190.56287969589
1462,143658.3862863012
1463,193393.67551380585
1464,200364.4675671137
1465,175672.03943122647
1466,182407.1394255981
1467,168586.6534271331
1468,176478.11138449397
1469,180762.11618225262
1470,126899.03303959612
1471,197265.8692740261
1472,92730.64213518548
1473,95390.04698291107
1474,149672.5234345937
1475,109046.15522707997
1476,373598.26825599914
1477,243884.7214358802
1478,289629.424065185
1479,278370.46651231544
1480,463866.03131369594
1481,304622.23921565263
1482,195045.1960268202
1483,179657.960573165
1484,162598.60209356947
1485,170228.45722804507
1486,198857.8194724015
1487,317305.29163227696
1488,231496.9023956419
1489,192933.65400828325
1490,233141.1684027651
1491,188156.2023939118
1492,91856.0896683047
1493,187866.8824650154
1494,280389.16103327763
1495,287483.47151355137
1496,248295.73684003518
1497,189458.54280395235
1498,152163.83485446966
1499,154957.568032262
1500,158081.22788679198
1501,177981.07179097823
1502,146837.01624892655
1503,273300.0502894159
1504,227758.33698221188
1505,227971.54239267673
1506,172289.80317876794
1507,257713.6455510985
1508,193766.352115339
1509,153343.52714297548
1510,144799.8382250932
1511,145689.80302358916
1512,164475.2526344603
1513,137373.3051678069
1514,144982.25612129355
1515,227784.55532900905
1516,152173.79173704388
1517,147549.32427238618
1518,138477.66054231225
1519,227333.30177961406
1520,131617.17132025908
1521,134388.13610625805
1522,167723.89423636938
1523,110046.39098837173
1524,113110.47344006032
1525,119535.35495749413
1526,121348.00644313486
1527,105701.94917206396
1528,120558.78504281731
1529,139185.14294640435
1530,157551.08921643053
1531,131003.16174046247
1532,98197.44044341268
1533,138389.63580585786
1534,110046.9891628219
1535,155411.2634129557
1536,109873.7843144971
1537,83792.2952757451
1538,132556.41661767152
1539,196405.23417438078
1540,112748.92937365221
1541,140533.45516631892
1542,140800.24641932943
1543,187745.38154768894
1544,82343.94084391092
1545,99730.93023811263
1546,121560.20874070744
1547,133790.74435194017
1548,124836.83087198366
1549,106001.2581033748
1550,143392.5786518799
1551,112222.49929938182
1552,155613.0274948815
1553,149036.08989519425
1554,112783.0215331234
1555,171100.26209003731
1556,88179.5682693015
1557,112495.64308693109
1558,81544.62049577625
1559,116105.79368455669
1560,134151.85125084998
1561,155920.94470679318
1562,125090.25391520152
1563,115715.83844004817
1564,155442.32622934462
1565,151516.7940299874
1566,232711.5122298081
1567,85487.97881236362
1568,223891.06223632095
1569,159416.97825946411
